level,type,file,line,message,advice
WARN,truth-risk,docs/核心研究/创游世界联机系统入门.md,74,强结论缺少附近证据提示：- **持久化**：云变量不会因为玩家退出而丢失,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统入门.md,93,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统入门.md,135,强结论缺少附近证据提示：- **地图广播**：通常在服务器端处理，确保所有玩家一致,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统入门.md,155,强结论缺少附近证据提示：**解决**：需要跨玩家共享的数据必须使用云变量,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统入门.md,191,强结论缺少附近证据提示：1. **集中处理**：所有共享数据的修改集中在地图脚本,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统入门.md,202,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统速查卡.md,30,强结论缺少附近证据提示：**A：** 创游世界支持以下联机模式：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统速查卡.md,131,强结论缺少附近证据提示：- 地图脚本将无法直接操作当前UI,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统速查卡.md,144,强结论缺少附近证据提示：| 地图属性 | 所有玩家 | 共享状态 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机系统完全指南.md,230,强结论缺少附近证据提示：联机UI设计必须同时考虑：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机游戏开发完整指南.md,45,强结论缺少附近证据提示：创游世界支持多种联机模式：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机游戏开发完整指南.md,76,强结论缺少附近证据提示：| 房间变量 | 房间内共享的数据 | 所有玩家可见 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机游戏开发完整指南.md,180,强结论缺少附近证据提示：- 每个玩家的设备会模拟所有玩家的UI,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界联机游戏开发完整指南.md,315,强结论缺少附近证据提示：**A**：创游世界联机房间最多支持 4 名玩家同时游戏。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界碰撞与物理系统入门.md,215,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据存储选择指南.md,85,强结论缺少附近证据提示：| 地图属性 | 当前地图 | 地图存在期间 | 当前地图所有物体能访问 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据存储选择指南.md,86,强结论缺少附近证据提示：| 系统属性 | 系统 | 游戏全程 | 所有地图所有物体能访问 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据存储选择指南.md,364,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md),建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,27,"强结论缺少附近证据提示：1. **数据分层本质是""谁需要用""的问题**：只在当前脚本用→局部变量；这个物体用→自身属性；这个地图所有物体用→地图属性；所有地图用→系统属性；需要跨会话持久→玩家变量",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,58,强结论缺少附近证据提示：| 切地图 | 自动销毁，不会保留 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,123,强结论缺少附近证据提示：**定义**：属于当前地图的全局数据，所有物体都可以访问和修改。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,130,强结论缺少附近证据提示：| 访问范围 | 当前地图内所有物体 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,157,强结论缺少附近证据提示：**定义**：属于整个游戏的全局数据，所有地图、所有物体都可以访问。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,261,强结论缺少附近证据提示：**A**：可能用了局部变量或自身属性，这两层在联机时不会同步给其他玩家。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,274,"强结论缺少附近证据提示：玩家变量适合存储""需要跨会话保留的长期数据""，不适合存所有数据。",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,284,强结论缺少附近证据提示：| 3 | 地图属性 | 当前地图 | 地图内所有物体 | 通常❌ | 部分 | 地图级状态 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,318,强结论缺少附近证据提示：- 任何地方都能读写货币（因为玩家变量全局可访问）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据分层模型.md,324,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 更详细的变量系统说明,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据类型完全指南.md,115,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 变量作用域详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据类型完全指南.md,261,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 配置表详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界数据类型完全指南.md,359,强结论缺少附近证据提示：| 文本转数字 | 视情况 | 某些积木块会自动转换 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界物理与碰撞系统完全指南.md,28,强结论缺少附近证据提示：1. **物理组件是移动能力的基础**：没有物理组件，物体无法移动、受力或参与碰撞,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,8,强结论缺少附近证据提示：本文档按功能分类整理创游世界所有内置组件的核心能力、适用场景和关键参数，帮助开发者在设计游戏时快速查找和选用合适的组件。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,29,强结论缺少附近证据提示：3. **同类组件通常互斥**：一个物体通常只能挂一个同类功能组件,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,38,强结论缺少附近证据提示：| 通用组件 | 基础能力，几乎所有物体都可能用到 | 5+ |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,121,强结论缺少附近证据提示：**依赖**：物理组件（必须先挂物理组件）,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,123,强结论缺少附近证据提示：**重要**：没有物理组件，角色组件无法工作,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,173,强结论缺少附近证据提示：**使用场景**：玩家、敌人、所有可被消灭的对象,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,343,强结论缺少附近证据提示：| 触发条件 | 玩家/敌人/所有 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,442,强结论缺少附近证据提示：| 物理组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,443,强结论缺少附近证据提示：| 角色组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,454,强结论缺少附近证据提示：| 物理组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,455,强结论缺少附近证据提示：| 生命组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,456,强结论缺少附近证据提示：| 伤害组件 | 必须（攻击型） |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,466,强结论缺少附近证据提示：| 物理组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,467,强结论缺少附近证据提示：| 伤害组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,468,强结论缺少附近证据提示：| 子弹组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,477,强结论缺少附近证据提示：| 可互动物体组件 | 对话时必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,486,强结论缺少附近证据提示：| 物理组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,487,强结论缺少附近证据提示：| 机关门组件 | 必须 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件能力速查手册.md,535,"强结论缺少附近证据提示：**A**：检查是否挂了""物理组件""。没有物理组件，其他组件可能无法正常工作。",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件速查表.md,8,强结论缺少附近证据提示：本文档快速查询创游世界的所有组件分类和功能，帮助你根据需求快速找到需要挂载的组件。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件速查表.md,49,强结论缺少附近证据提示：| **必须添加** | 角色要能动，必须同时挂物理组件和角色组件 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件速查表.md,69,强结论缺少附近证据提示：| **必须依赖** | 需要配合物理组件才能生效 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/创游世界组件速查表.md,440,强结论缺少附近证据提示：- [创游世界变量与作用域完全指南](./创游世界变量与作用域完全指南.md) - 变量详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/核心概念速查手册.md,39,强结论缺少附近证据提示：- 修改素材后，地图中的已有物体不会自动更新,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/核心概念速查手册.md,131,强结论缺少附近证据提示：> 📚 相关阅读：[创游世界触发时机完全指南](../脚本系统/专题研究/创游世界触发时机完全指南.md) - 触发时机完全指南,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/核心概念速查手册.md,384,强结论缺少附近证据提示：- 支持多人联机同步,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/数据、变量与作用域导航.md,110,强结论缺少附近证据提示：| 所有数据都放在局部变量 | 脚本执行完就消失 | 持久数据放自身/地图/系统属性 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/组件与对象系统导航.md,101,"强结论缺少附近证据提示：| 修改素材期望地图物体自动更新 | 地图物体是实例，不会自动同步 | 使用""应用到原素材""或重新摆放 |",建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/UI与交互研究导航.md,104,强结论缺少附近证据提示：- [创游世界触发时机完全指南](../脚本系统/专题研究/创游世界触发时机完全指南.md) - 触发时机详解,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/核心研究/UI与交互研究导航.md,105,强结论缺少附近证据提示：- [创游世界广播命名规范与最佳实践](../脚本系统/创游世界广播命名规范与最佳实践.md) - 广播命名规范,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,8,强结论缺少附近证据提示：本文档整理创游世界中广播的命名规范与使用最佳实践，帮助你建立清晰的广播命名体系，避免项目做大后广播命名混乱、难以维护的问题。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,99,强结论缺少附近证据提示：| 玩家获得道具 | `道具_获得_玩家` | 地图发给所有需要知道的 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,121,强结论缺少附近证据提示：| 开始战斗 | `战斗_开始_通知` | 地图发给所有战斗参与者 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,122,强结论缺少附近证据提示：| 战斗结束 | `战斗_结束_通知` | 地图发给所有 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,200,强结论缺少附近证据提示：**建议：在项目初期就制定广播命名表，所有人统一使用。**,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,290,强结论缺少附近证据提示：**但不要简化为「广播1」「按钮1」这样完全无意义的名称。**,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/创游世界广播命名规范与最佳实践.md,296,强结论缺少附近证据提示：2. 所有广播命名必须查表，不允许自创,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/脚本系统导航.md,22,强结论缺少附近证据提示：- 广播命名规范和最佳实践,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/脚本系统导航.md,114,强结论缺少附近证据提示：| 广播没效果 | 检查广播名称是否完全一致，监听是否在正确的触发时机 |,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,83,强结论缺少附近证据提示：- `[已确认]` 自定义组件至少支持三类接口：,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,225,强结论缺少附近证据提示：- `[高可信推断]` 这已经足以支持大部分基础游戏逻辑的事件驱动架构。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,347,强结论缺少附近证据提示：- `[已确认]` 参数类型并不只支持基础数据，还支持直接引用引擎资源和对象。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,348,强结论缺少附近证据提示：- `[高可信推断]` 这使得组件和指令可以直接围绕“资源 / 物体引用”构建，而不是只能传基础值。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,390,强结论缺少附近证据提示：> 本章整理变量与属性读写的作用域边界。很多“同名操作”在不同作用域下含义完全不同，是理解创游脚本数据流的关键。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,507,强结论缺少附近证据提示：- `[已确认]` 对象层级系统不是只能读父子关系，还支持创建、查找、设置和批量销毁。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,727,强结论缺少附近证据提示：- `[已确认]` 物体基础属性系统已经支持位置、尺寸、缩放、层级、颜色、透明度、父子关系等完整基础对象模型。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界 API 整理.md,733,强结论缺少附近证据提示：> 说明：本节整理的是“组件库入口 / 能力分类 / 对象域入口”，不等同于“所有组件都可视为同一层级 API”。其中一部分是可直接挂载的组件，另一部分更像对象域或能力分组入口。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界背包与货币系统设计入门.md,126,强结论缺少附近证据提示：> **格子 UI 本质上是在把背包数据按一定规则渲染成一组可交互单元。**,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界背包与货币系统设计入门.md,195,强结论缺少附近证据提示：这比把所有内容写在一个“大商店脚本”里更容易维护。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界触发时机完全指南.md,8,强结论缺少附近证据提示：创游世界脚本触发时机的完整指南，涵盖所有触发时机的分类、用途、配合组件、使用场景和常见问题，帮助理解脚本「什么时候会执行」。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界触发时机完全指南.md,19,强结论缺少附近证据提示：- 所有触发时机的分类,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界触发时机完全指南.md,28,强结论缺少附近证据提示：1. **触发时机 = 脚本的「入口」**：没有触发时机，积木块永远不会执行,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界触发时机完全指南.md,30,强结论缺少附近证据提示：3. **触发时机需要配合组件**：某些触发时机必须配合特定组件才能生效,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界触发时机完全指南.md,109,强结论缺少附近证据提示：- 物体必须有「可互动组件」,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
WARN,truth-risk,docs/脚本系统/专题研究/创游世界存档与云变量设计入门.md,27,强结论缺少附近证据提示：很多人一提“存档”，就会下意识把所有值都往持久化方向想；一提“云变量”，又容易把它当作万能数据仓库。,建议补充 OCR、截图、官方教程、引擎更新、实测或待验证标记；没有证据时降低语气。
